YEAR,MM,DD, HH,MM, SS  ,LATITUDE, LONG. ,DEPTH,ERR, MAG,MT,Q, Io, Area,ST, Locality              ,(Reference) Comments
1989,03,29, 19,01,   04, -13.610,-49.600,  0.0, 20, 3.6, 1,I,  -,     ,GO,Porangatu              ,(UnB;IAG;IPT)  
1989,04,01, 23,40,   56, -19.400,-45.700,  0.0, 30, 2.4, 1,I,  -,     ,MG,D. Indaia'             ,(UnB)
1989,04,02, 01,17,   23, -19.400,-45.700,  0.0, 30, 2.3, 1,I,  -,     ,MG,D. Indaia'             ,(UnB)
1989,05,06, 19,55,   46,  -5.460,-35.690,  0.0, 20, 3.6, 1,I,  -,     ,RN,J. Camara              ,(IAG;UnB) 
1989,05,07, 06,38,   00, -24.770,-46.470,  0.0, 50, 2.0, 1,I,  -,     ,SP,Plataforma             ,(IPT)
1989,05,09, 01,46,   08, -20.300,-43.440,  0.0, 15, 3.4, 1,I,  -,     ,MG,Mariana                ,(UnB;IAG;IPT;ON)    
1989,05,09, 06,38,   36, -12.300,-38.590,  0.0, 20, 2.2, 1,I,  -,     ,BA,T. Sampaio             ,(IAG)
1989,05,13, 07,20,   46,  -4.810,-37.970,  0.0, 10, 3.0, 1,I,  -,     ,CE,Palhano                ,(IAG)
1989,05,13, 07,27,   32,  -4.810,-37.970,  0.0, 10, 3.2, 1,I,  -,     ,CE,Palhano                ,(IAG)
1989,05,22, 21,09,   46,  -5.460,-35.690,  0.0, 20, 3.0, 1,I,  -,     ,RN,J. Camara              ,(IAG)
1989,05,23, 22,57,   58, -20.730,-47.750,  0.0,  5, 3.2, 1,I,4-5,  0.3,SP,Nuporanga              ,(IAG;UnB;IPT)  
1989,05,26, 22,55,   28,  -4.810,-37.970,  0.0,  5, 4.1, 1,I,5-6,     ,CE,Palhano                ,(IAG;UnB;UFRN) 
1989,06,01, 21,40,     , -20.730,-48.070,  0.0,  0, 3.0, 4,C,  4,     ,SP,Morro Agudo            ,(IAG)
1989,06,06, 12,25,   31,  -1.550,-64.750,  0.0,100, 3.8, 1,I,  -,     ,AM,Rio Cuiuni             ,(UnB)
1989,07,04, 06,23,   40, -24.870,-46.810,  0.0, 50, 2.0, 1,I,  -,     ,SP,Plataforma             ,(IPT)
1989,07,05, 03,29,   14, -23.370,-45.670,  0.0, 10, 2.8, 1,I,  -,     ,SP,Paraibuna              ,(IPT;IAG) 
1989,07,09, 22,26,   52, -24.300,-43.030,  0.0, 20, 2.3, 1,I,  -,     ,SP,Plataforma             ,(IPT;ON;IAG)   
1989,07,10, 06,28,   35, -22.450,-43.950,  0.0, 20, 2.0, 1,I,  -,     ,RJ,V. Redonda             ,(IPT;ON;IAG)   
1989,07,13, 11,16,   59, -15.540,-51.070,  0.0,100, 3.0, 1,I,  5,     ,MT,Cocalinho              ,(UnB)
1989,07,19, 13,36,   37, -23.780,-41.590,  0.0, 30, 2.4, 1,I,  -,     ,RJ,Plataforma             ,(IPT;IAG;ON)   
1989,07,28, 13,00,     , -27.940,-50.800,  0.0,  0, 3.2, 4,C,4-5,     ,SC,Campo B. Sul           ,(Prefeitura Municipal)   
1989,08,01, 17,20,   19, -10.180,-59.280,  0.0, 50, 3.6, 1,I,  -,     ,MT,Rio Aripuana           ,(UnB)
1989,08,03, 02,33,   21, -21.830,-45.240,  0.0, 20, 2.2, 1,I,  -,     ,MG,Cambuquira             ,(IPT;IAG) 
1989,08,03, 16,05,   13,  -4.940,-40.240,  0.0, 70, 2.8, 1,I,  -,     ,CE,M. Tabosa              ,(UFRN;IAG;UnB) 
1989,08,07, 19,42,   00, -20.940,-43.540,  0.0, 40, 2.0, 1,I,  -,     ,MG,Barbacena              ,(IPT;IAG) Explosao ?
1989,08,11, 15,50,   41, -24.190,-43.560,  0.0,100, 3.2, 1,I,  -,     ,RJ,Plataforma             ,(IPT;ON;IAG)   
1989,08,26, 16,05,   47,  -4.810,-37.970,  0.0,  5, 3.8, 1,I,  -,     ,CE,Palhano                ,(IAG;UnB) 
1989,08,28, 08,06,   26,  -4.810,-37.970,  0.0,  5, 3.9, 1,I,  -,     ,CE,Palhano                ,(IAG;UFRN;UnB) 
1989,09,04, 06,17,   02, -23.410,-41.560,  0.0,100, 3.1, 1,I,  -,     ,RJ,Plataforma             ,(IAG;IPT;ON)   
1989,09,27, 03,56,   28,  -5.810,-36.910,  0.0,  5, 2.0, 1,I,  -,     ,RN,N. S. Rafael           ,(UFRN) Sismo Induzido ?  
1989,09,27, 06,35,   14,  -5.810,-36.910,  0.0,  5, 2.3, 1,C,3-4,     ,RN,N. S. Rafael           ,(UFRN) Sismo Induzido ?  
1989,09,27, 06,50,   05,  -5.810,-36.910,  0.0,  5, 2.0, 1,C,  -,     ,RN,N. S. Rafael           ,(UFRN) Sismo Induzido ?  
1989,10,17, 10,45,   59,  -4.810,-37.970,  0.0,  5, 3.6, 1,I,  -,     ,CE,Palhano                ,(IAG;UFRN;UnB) 
1989,10,17, 15,02,   48,  -4.810,-37.970,  0.0,  5, 4.2, 1,I,  -,     ,CE,Palhano                ,(IAG;UFRN)
1989,10,17, 15,08,   26,  -4.810,-37.970,  0.0,  5, 3.5, 1,I,  -,     ,CE,Palhano                ,(IAG;UFRN)
1989,10,17, 15,26,   34,  -4.810,-37.970,  0.0, 10, 3.1, 1,I,  -,     ,CE,Palhano                ,(IAG)
1989,10,18, 15,31,   06,  -4.810,-37.970,  0.0, 10, 3.0, 1,I,  -,     ,CE,Palhano                ,(IAG)
1989,10,19, 04,17,     , -20.730,-47.750,  0.0,  0, 2.6, 4,C,  3,     ,SP,Nuporanga              ,(Pref.Mun.; TVS) 3 tremores    
1989,10,21, 02,58,   55, -26.550,-55.700,  0.0, 30, 2.8, 1,I,  -,     ,PY,Paraguai               ,(UnB;IAG) 
1989,11,06, 15,14,     ,  -7.080,-41.440,  0.0,  0, 2.6, 4,C,  3,     ,PI,Picos                  ,(UnB;Pref. Municipal)    
1989,11,26, 11,21,   26,  -0.240,-49.860,  0.0, 20, 4.0, 1,I,3-4,     ,PA,Chaves                 ,(UnB;IAG;J.Est.S.Paulo)  
1989,11,29, 18,14,   15, -24.980,-50.590,  0.0, 30, 2.6, 1,I,  -,     ,PR,Ponta Grossa           ,(IPT) Explosao ?    
1989,12,12, 14,50,   45, -23.370,-45.670,  0.0, 10, 2.0, 1,I,  -,     ,SP,Paraibuna              ,(IPT;IAG) 
1989,12,18, 11,46,   26, -19.950,-47.160,  0.0, 20, 3.4, 1,I,  4,     ,MG,Sacramento             ,(IPT;UnB;IAG)  
1989,12,27, 19,26,   13,  -3.760,-40.830,  0.0, 30, 3.2, 1,I,4-5,  0.6,CE,Frecheirinha           ,(UFRN;IAG)
1990,01,11, 01,30,   00, -32.680,-55.580,  0.0, 20, 2.8, 4,C,  3,     ,UR,La_Paloma; Durazno     ,(Benavidez 1998) H.L.=22:30
1990,01,19, 22,05,   15, -19.950,-47.160,  0.0, 10, 4.2, 1,B,5-6,  5.0,MG,Sacramento             ,(IPT;UnB;IAG;ON;UNESP)   
1990,02,12, 23,56,   39, -31.190,-48.920, 13.0, 30, 5.2, 2,I,  -,     ,RS,Margem Cont.           ,(USGS mb=5.5;IAG;UnB;IPT;UNESP) P.Alegre 
1990,03,01, 21,59,   59, -14.570,-44.120,  1.0,  1, 3.1, 1,I,  4,  0.5,MG,Manga                  ,(UnB;IAG) 
1990,03,02, 07,10,   29, -14.570,-44.120,  1.0,  1, 2.7, 1,I,  -,     ,MG,Manga                  ,(UnB;IAG) 
1990,03,08, 21,01,   32, -15.500,-40.910,  1.0,  2, 3.1, 1,I,  4,  0.1,BA,Encruzilhada           ,(UnB;IAG) 
1990,03,09, 12,53,   29, -15.500,-40.910,  1.0,  2, 2.9, 1,I,  -,     ,BA,Encruzilhada           ,(UnB;IAG) 
1990,03,28, 22,29,   49, -21.900,-46.840,  0.0, 20, 2.7, 1,I,  -,     ,SP,S.J.B. Vista           ,(IPT;IAG) 
1990,04,25, 04,35,     , -24.330,-50.540,  0.0, 50, 2.1, 1,I,  -,     ,PR,Telem. Borba           ,(IPT)
1990,04,30, 05,31,   04, -12.550,-40.300,  0.0, 10, 2.9, 1,C,4-5,     ,BA,Itaberaba              ,(IAG;UnB) dois eventos   
1990,05,30, 08,00,   24, -25.730,-44.720,  0.0, 50, 3.1, 1,I,  -,     ,PR,Margem Cont.           ,(IPT;IAG;UNESP)
1990,06,01, 06,55,   57, -19.950,-47.160,  0.0, 20, 2.6, 1,I,  2,     ,MG,Sacramento             ,(IAG;UnB;IPT)  
1990,06,05, 02,20,   34, -21.270,-46.040,  0.0, 20, 2.5, 1,I,  -,     ,MG,Alfenas                ,(IAG;IPT;UnB;UNESP) 
1990,06,10, 03,40,   29, -21.230,-46.020,  0.0, 20, 2.9, 1,I,  4,     ,MG,Alfenas                ,(IAG;IPT;UnB;UNESP) 
1990,06,13, 16,35,   03,  -5.810,-36.910,  0.0,  5, 2.6, 1,C,  -,     ,RN,N. S. Rafael           ,(UFRN) Sismo Induzido    
1990,06,13, 21,57,   36,  -5.810,-36.910,  0.0,  5, 2.1, 1,C,  -,     ,RN,N. S. Rafael           ,(UFRN) Sismo Induzido    
1990,06,19, 17,38,   01, -25.490,-44.980,  0.0, 50, 2.0, 1,I,  -,     ,PR,Margem Cont.           ,(IPT;IAG) 
1990,06,29, 03,36,   20, -22.260,-45.920,  0.0, 15, 2.1, 1,I,  -,     ,MG,Pouso Alegre           ,(IPT;IAG) 
1990,07,11, 20,04,   12, -20.110,-44.620,  0.0, 40, 2.8, 1,I,  -,     ,MG,Divinopolis            ,(UnB)
1990,07,12, 21,01,   03, -21.860,-46.920,  0.0, 30, 2.4, 1,I,  -,     ,SP,SJBoa Vista            ,(UnB; IPT; IAG)
1990,07,24, 11,33,   24,  -5.820,-36.880,  2.0,  3, 2.2, 1,I,2-3,     ,RN,N. S. Rafael           ,(UFRN) Sismo Induzido    
1990,07,28, 18,05,   23, -25.310,-44.520,  0.0, 50, 2.9, 1,I,  -,     ,PR,Margem Cont.           ,(IAG; IPT)
1990,08,21, 05,12,   41, -11.790,-48.270,  0.0, 30, 3.5, 1,I,  5,     ,TO,Natividade             ,(UnB; IAG; UNESP)   
1990,08,21, 05,41,   52, -11.910,-48.250,  0.0, 30, 3.6, 1,I,  5,  3.8,TO,Natividade             ,(UnB; IAG; UNESP)   
1990,09,01, 15,46,   30, -23.170,-46.060,  0.0,  5, 2.9, 1,I,  -,     ,SP,Igarata'               ,(IPT;IAG) varios de 24/08 a 11/09  
1990,09,07, 01,56,   39, -21.320,-40.410,  0.0, 20, 2.7, 1,I,  -,     ,RJ,Margem Cont.           ,(IAG)
1990,09,07, 23,39,   41,  -5.650,-35.850,  3.0,  5, 2.8, 1,I,  -,     ,RN,Joao Camara            ,(UFRN; IAG)    
1990,09,08, 02,58,   11,  -7.510,-73.280, 10.0, 50, 4.0, 5,I,  -,     ,AC,Cruzeiro Sul           ,(USGS) 
1990,09,08, 04,34,   06, -20.900,-48.690,  0.0, 30, 2.3, 1,I,  -,     ,SP,W-Bebedouro            ,(IAG; IPT; UNESP)   
1990,09,09, 11,24,   20,  -5.650,-35.850,  3.0,  5, 3.0, 1,I,  -,     ,RN,Joao Camara            ,(UFRN; IAG)
1990,09,12, 20,34,   18,  -5.650,-35.850,  3.0,  5, 3.2, 1,I,  -,     ,RN,Joao Camara            ,(UFRN; IAG)
1990,09,13, 14,24,   02,  -5.820,-36.880,  2.0,  3, 2.1, 1,I,2-3,     ,RN,N. S. Rafael           ,(UFRN) Sismo Induzido
1990,09,24, 15,25,   18,  -5.650,-35.850,  3.0,  5, 3.7, 1,I,  5,     ,RN,Joao Camara            ,(UFRN; IAG)
1990,10,02, 09,44,   03,  -4.330,-38.470,  0.0, 20, 2.0, 1,I,  -,     ,CE,Pacajus                ,(IAG; UFRN; UnB)    
1990,10,15, 06,27,   23,  -5.720,-39.480,  0.0, 30, 2.5, 1,I,  -,     ,CE,Mombaca                ,(IAG;UFRN)
1990,10,27, 06,05,   15,  -5.850,-36.900,  2.0, 30, 2.2, 1,I,  -,     ,RN,N.S.Rafael             ,(UFRN;IAG;UnB) 
1990,11,01, 19,26,   02,  -5.640,-39.670,  0.0, 30, 2.1, 1,I,  -,     ,CE,Mombaca                ,(UFRN;IAG)
1990,11,03, 10,46,   14,  -5.650,-35.850,  3.0,  5, 3.1, 1,I,  -,     ,RN,Joao Camara            ,(UFRN;IAG)
1990,11,10, 21,43,   03,  -5.900,-37.300,  4.0,  5, 2.1, 1,I,3-4,     ,RN,A. Severo              ,(UFRN;IAG)
1990,11,11, 04,37,   55,  -5.900,-37.300,  4.0,  5, 2.3, 1,I,3-4,  0.7,RN,Augusto Severo         ,(UFRN;IAG)
1990,11,12, 02,05,   24, -17.820,-41.460,  0.0, 30, 2.4, 1,I,  -,     ,MG,TeofiloOtoni           ,(IAG)
1990,11,13, 13,53,   27,  -6.710,-36.340,  0.0,100, 2.6, 1,I,  -,     ,PB,B. Sta. Rosa           ,(UFRN;IAG)
1990,11,23, 04,49,   29,  -9.310,-36.420,  0.0, 80, 2.5, 1,I,  -,     ,AL,P.dos Indios           ,(IAG)
1990,12,05, 03,07,   52, -12.840,-47.500,  0.0, 30, 3.0, 1,I,  -,     ,GO,Parana                 ,(UnB;IAG) 
1990,12,05, 03,20,   23, -12.840,-47.500,  0.0, 30, 2.4, 1,I,  -,     ,GO,Parana                 ,(UnB;IAG) 
1990,12,09, 07,56,   19, -23.380,-45.630,  0.0,  5, 2.0, 1,I,  -,     ,SP,Paraibuna              ,(IPT;IAG) 
1990,12,19, 02,05,   55, -11.180,-40.370,  0.0, 30, 2.1, 1,I,  -,     ,BA,Jacobina               ,(IAG)
1990,12,29, 21,19,   34, -17.070,-44.040,  0.0, 50, 2.9, 1,I,  -,     ,MG,Bocaiuva               ,(IAG;UnB;IPT;UNESP) 
1991,02,08, 21,13,   14,  -6.060,-38.490,  0.0, 30, 2.8, 1,I,  -,     ,CE,Pereiro                ,(IAG;UFRN;UnB) 
1991,02,17, 09,34,   33,  -6.060,-38.490,  0.0, 30, 2.1, 1,I,  -,     ,CE,Pereiro                ,(IAG;UFRN;UnB) 
1991,02,21, 20,33,   42, -21.760,-43.360,  0.0,  2, 2.6, 4,C,  3,     ,MG,Juiz de Fora           ,(IAG)
1991,02,25, 11,07,   15, -23.400,-45.630,  0.0,  5, 2.3, 1,I,3-4,     ,SP,Paraibuna              ,(IPT;IAG) 
1991,03,14, 03,05,   09, -10.610,-38.740,  0.0, 30, 2.2, 1,I,  -,     ,BA,E. da Cunha            ,(IAG;UnB) dois evts.
1991,03,21, 17,08,   19, -22.190,-51.360,  0.0, 10, 2.0, 4,I,  -,     ,SP,P. Prudente            ,(IAG;UNESP;IPT)
1991,03,21, 18,03,   50, -22.190,-51.360,  0.0, 10, 2.2, 4,I,  -,     ,SP,P. Prudente            ,(IAG;UNESP;IPT)
1991,03,22, 18,04,   43, -22.190,-51.360,  0.0, 10, 2.4, 1,I,  5, 0.06,SP,P. Prudente            ,(IAG;UNESP;IPT)
1991,03,24, 02,38,   56, -23.000,-44.220,  0.0,  2, 2.0, 4,C,3-4,     ,RJ,Monsuaba               ,(IAG)
1991,04,14, 15,45,     ,  -9.750,-37.420,  0.0,  5, 2.0, 4,C,4-5,     ,AL,P. de Acucar           ,(IAG;UnB) 3 eventos 
1991,04,19, 06,10,     , -15.500,-40.910,  0.0,  2, 3.0, 4,I,3-4,     ,BA,Encruzilhada           ,(UnB)
1991,04,19, 10,12,48.72,  -3.930,-39.870, 10.0,  5, 4.9, 2,I,6-7,200.0,CE,Iraucuba               ,(ISC mb=4.8;UnB;UFRN;IAG; Ferreira_etal 1
1991,04,26, 14,14,   29,  -5.460,-35.690,  0.0, 10, 3.5, 1,I,  -,     ,RN,Joao Camara            ,(UFRN;IAG;UnB) 
1991,05,05, 21,07,   57, -15.080,-39.400,  0.0, 50, 2.8, 1,I,  -,     ,BA,Buerarema              ,(IAG)
1991,05,09, 19,29,   44, -21.330,-46.150,  0.0,  5, 2.5, 1,I,  -,     ,MG,Areado                 ,(UnB;IPT;IAG) dezenas de JAN. a JUN.    
1991,05,12, 06,50,   44,  -9.020,-41.750,  0.0, 50, 2.9, 1,I,  -,     ,PI,Curral Novo            ,(IAG)
1991,05,16, 08,27,   24, -24.850,-46.260,  0.0, 30, 2.4, 1,I,  -,     ,SP,Margem Cont.           ,(IPT;IAG) 
1991,05,27, 05,55,   09,  -4.360,-40.330,  1.0,  1, 2.4, 1,I,  -,     ,CE,Hidrolandia            ,(UFRN;IAG;UnB) 
1991,08,02, 08,03,   45, -13.950,-49.950,  0.0, 80, 2.3, 1,I,  -,     ,GO,Porangatu              ,(UnB)
1991,08,25, 02,35,   37, -13.150,-52.340,  0.0, 80, 2.9, 1,I,  -,     ,MT,Rio Tanguro            ,(UnB)
1991,09,03, 20,46,   53, -24.600,-48.430,  0.0, 30, 2.8, 1,I,4-5,     ,SP,Barra do Turvo         ,(IAG;IPT;UnB;UNESP) 
1991,09,06, 03,35,   47, -19.950,-47.160,  0.0, 30, 2.3, 1,I,  -,     ,MG,Sacramento             ,(UnB;IAG) 
1991,09,06, 19,12,   21, -21.770,-46.260,  0.0, 20, 2.1, 1,I,  -,     ,MG,Campestre              ,(UnB;IAG) 
1991,09,06, 19,45,   20,  -8.280,-36.020,  0.0,  5, 2.0, 1,I,  -,     ,PE,Caruaru                ,(UnB;IAG) 
1991,09,06, 21,54,   50, -19.720,-45.610,  0.0, 50, 2.9, 1,I,  -,     ,MG,Bom Despacho           ,(UnB;IAG) 
1991,09,11, 03,55,   19, -12.840,-38.650,  0.0, 20, 2.3, 1,I,  -,     ,BA,Itaparica              ,(IAG)
1991,09,13, 19,56,   41,  -8.280,-36.020,  0.0,  5, 2.1, 1,I,  -,     ,PE,Caruaru                ,(UnB;IAG) 
1991,09,14, 09,44,   06, -17.930,-44.250,  0.0, 30, 2.3, 1,I,  -,     ,MG,Buenopolis             ,(UnB;IAG) 
1991,09,17, 08,24,   26, -11.730,-40.570,  0.0, 40, 2.4, 1,I,  -,     ,BA,Mundo Novo             ,(IAG;UnB)  varios evts.  
1991,09,17, 22,56,   06, -21.330,-46.150,  1.0,  1, 2.7, 1,I,  4,     ,MG,Areado                 ,(UnB;IAG;IPT)  
1991,09,21, 18,27,   37,  -8.280,-36.020,  0.0,  5, 2.5, 1,I,  -,     ,PE,Caruaru                ,(UnB;IAG) 
1991,09,30, 05,05,   50, -21.330,-46.150,  1.0,  1, 2.2, 1,I,3-4,     ,MG,Areado                 ,(UnB;IAG;IPT)  
1991,09,30, 14,54,   01, -21.330,-46.150,  1.0,  1, 2.3, 1,I,3-4,     ,MG,Areado                 ,(UnB;IAG;IPT)  
1991,10,06, 04,22,   29, -21.330,-46.150,  1.0,  1, 2.1, 4,I,  2,     ,MG,Areado                 ,(UnB;IAG) 
1991,10,07, 15,46,   37, -24.120,-43.010,  0.0, 30, 3.0, 1,I,  -,     ,SP,Margem Cont.           ,(IAG;IPT) 
1991,10,10, 18,30,     , -23.000,-44.220,  0.0,  2, 2.6, 4,C,  3,     ,RJ,Monsuaba               ,(IAG) Serie de evts.
1991,10,11, 05,59,   33, -21.330,-46.150,  1.0,  1, 2.0, 1,I,  3,     ,MG,Areado                 ,(UnB;IAG;IPT)  
1991,10,11, 21,11,   23, -21.330,-46.150,  1.0,  1, 2.1, 4,I,  2,     ,MG,Areado                 ,(UnB)
1991,10,12, 08,27,   27, -21.330,-46.150,  1.0,  1, 2.1, 1,I,3-4,     ,MG,Areado                 ,(UnB;IAG;IPT)  
1991,10,15, 10,33,   00,  -9.560,-40.280,  0.0, 20, 2.0, 1,I,  -,     ,BA,C. do Sertao           ,(IAG)
1991,11,13, 18,14,   25, -22.880,-49.830,  0.0, 20, 3.0, 1,I,  4,     ,SP,S.Pedro do Turvo       ,(IAG;UnB;UNESP)
1991,11,15, 13,16,   37, -23.940,-46.410,  0.0, 20, 2.7, 1,I,  -,     ,SP,Sao Vicente            ,(IAG)
1991,11,22, 08,05,   55, -12.910,-38.670,  0.0, 20, 2.2, 1,I,4-5,     ,BA,Ilha de Itaparica      ,(IAG)
1991,11,27, 16,44,   54, -20.570,-45.730,  0.0, 10, 2.4, 1,I,  -,     ,MG,Pontevila              ,(UnB;IAG) 
1991,11,29, 07,14,   12, -19.830,-46.160,  0.0, 40, 2.4, 1,I,  -,     ,MG,Campos Altos           ,(IAG;UnB) 
1991,12,04, 12,15,   03, -22.670,-50.750,  0.0,  5, 2.9, 1,I,  -,     ,SP,Cruzalia               ,(IPT;IAG;UNESP)Induzido? 
1991,12,05, 19,04,   17, -24.920,-49.580,  0.0, 50, 2.6, 1,I,  -,     ,PR,Acungui                ,(IAG;IPT) 
1991,12,13, 02,30,   04, -13.440,-46.300,  0.0, 20, 3.2, 1,I,  -,     ,GO,Sao Domingos           ,(UnB;IAG) 
1991,12,19, 03,56,   56, -14.450,-49.960,  0.0, 10, 2.6, 1,I,  -,     ,GO,Crixas                 ,(UnB)
1991,12,19, 21,17,     , -22.690,-50.770,  0.0,  5, 2.7, 1,I,  -,     ,SP,Cruzalia               ,(IPT)Induzido ?
1992,01,01, 20,15,   26, -20.330,-44.580,  0.0, 20, 3.3, 1,I,  -,     ,MG,Crucilandia            ,(IPT;IAG;UnB) Explosao ? 
1992,01,07, 19,24,   35, -12.430,-38.690,  0.0, 70, 2.0, 1,I,  -,     ,BA,Teodoroa Sampaio       ,(IAG)
1992,01,17, 18,32,   20, -22.720,-51.100,  0.0,  3, 3.1, 1,A,  5, 0.82,SP,Iepe                   ,(IPT;IAG;UnB) Induzido?  
1992,01,28, 16,05,   38, -20.990,-39.670,  0.0, 70, 3.6, 1,I,  -,     ,ES,Margem Cont.           ,(IAG;IPT;UnB)  
1992,02,01, 17,24,   30, -26.910,-44.420,  0.0, 70, 3.7, 1,I,  -,     ,PR,Margem Cont.           ,(IAG;IPT) 
1992,02,04, 23,32,   02, -23.550,-42.420,  0.0,150, 2.5, 1,I,  -,     ,SP,Margem Cont.           ,(IAG;IPT) 
1992,02,05, 00,02,   16, -24.300,-40.950,  0.0,150, 2.8, 1,I,  -,     ,SP,Margem Cont.           ,(IAG;IPT) 
1992,02,06, 07,38,   47, -10.340,-36.890,  0.0, 30, 2.8, 1,I,  -,     ,SE,Capela                 ,(IAG)
1992,02,11, 06,11,   03, -24.470,-43.790,  0.0, 60, 2.3, 1,I,  -,     ,SP,Margem Cont.           ,(IAG;IPT) 
1992,02,17, 05,14,   20,  -5.490,-35.720,  0.0,  5, 3.0, 1,I,  -,     ,RN,Joao Camara            ,(UFRN;IAG;UnB) 
1992,03,02, 06,06,   37, -20.010,-47.270,  0.0, 20, 3.6, 1,I,  4,     ,MG,Sacramento             ,(IAG;UnB;IPT;UNESP) 
1992,03,09, 23,17,   59, -24.560,-50.690,  0.0, 10, 3.2, 1,A,4-5, 1.90,PR,Imbau                  ,(IAG;COPEL;IPT;UnB) 
1992,03,15, 02,17,   54, -22.460,-42.750,  0.0, 30, 2.1, 1,I,  -,     ,RJ,Subaio                 ,(IAG;IPT) 
1992,03,19, 05,50,   10, -24.590,-43.920,  0.0,100, 2.0, 1,I,  -,     ,SP,Margem Cont.           ,(IAG;IPT) 
1992,03,19, 15,34,   11, -24.990,-45.770,  0.0, 50, 2.6, 1,I,  -,     ,SP,Margem Cont.           ,(IAG;IPT) 
1992,04,13, 23,31,   09, -23.900,-45.370,  0.0, 50, 2.3, 1,I,  -,     ,SP,Ilhabela               ,(IAG;IPT) 
1992,04,17, 21,28,   08,  -5.640,-35.850,  0.0,  5, 3.2, 1,I,  -,     ,RN,Joao Camara            ,(UFRN;IAG;UnB) 
1992,04,24, 03,09,   30, -26.850,-45.760,  0.0, 50, 3.7, 1,I,  -,     ,SC,Margem Cont.           ,(UnB;IPT;IAG;UNESP) 
1992,04,24, 03,31,   31, -26.770,-45.810,  0.0, 50, 3.9, 1,I,  -,     ,SC,Margem Cont.           ,(UnB;IPT;IAG;UNESP) 
1992,06,08, 03,36,   21, -21.330,-46.150,  0.0,  5, 2.2, 1,I,  4,     ,MG,Areado                 ,(UnB;IPT;IAG)  
1992,06,09, 10,27,   55, -13.550,-39.830,  0.0, 40, 3.0, 1,I,  -,     ,BA,Jaguaquara             ,(IAG;UnB) 
1992,06,09, 22,22,   24, -21.220,-43.840,  0.0, 10, 3.7, 1,I,  5,     ,MG,Barbacena              ,(IAG;IPT;UnB)  
1992,06,16, 02,50,   38,   1.530,-41.570,  0.0, 30, 4.7, 2,I,  -,     ,PI,Margem Cont.           ,(h=33N GS;UFRN;IAG;UnB)  
1992,06,18, 23,17,   13, -21.330,-46.150,  0.0,  5, 2.9, 1,I,  4,     ,MG,Areado                 ,(UnB;IAG;UNESP) 2 evtos. 
1992,06,29, 13,42,     , -19.950,-44.160,  0.0,  5, 2.1, 1,I,3-4,     ,MG,Betim                  ,(IAG;UnB) 
1992,06,29, 23,31,   51, -19.950,-44.160,  0.0,  5, 2.6, 1,I,4-5,     ,MG,Betim                  ,(IAG;IPT;UnB)  
1992,07,05, 07,34,   17, -22.030,-51.310,  0.0, 20, 3.2, 1,I,  5,     ,SP,Pres. Prudente         ,(UNESP;IPT;IAG;UnB) 
1992,07,05, 09,55,   40, -21.090,-43.660,  0.0, 10, 3.1, 1,I,3-4,     ,MG,Barbacena              ,(IPT;IAG;UnB)  
1992,07,12, 04,12,   35, -21.330,-46.150,  0.0,  5, 2.6, 1,I,  -,     ,MG,Areado                 ,(UnB;IAG;IPT)  
1992,07,13, 02,04,   44, -21.330,-46.150,  0.0,  5, 2.6, 1,I,  -,     ,MG,Areado                 ,(UnB;IAG;IPT)  
1992,07,25, 23,18,   54, -19.950,-44.160,  0.0,  5, 2.8, 1,A,5-6, 0.70,MG,Betim                  ,(IAG;IPT;UnB)  
1992,07,29, 20,12,   49, -21.220,-44.040,  0.0, 20, 2.1, 1,I,  1,     ,MG,Barbacena              ,(IAG;UnB) 
1992,07,29, 22,41,   25, -21.170,-43.820,  0.0, 10, 2.6, 1,I,  2,     ,MG,Barbacena              ,(IAG;IPT;UnB)  
1992,08,05, 17,37,   21, -11.730,-40.570,  0.0, 40, 2.1, 1,I,  -,     ,BA,Mundo Novo             ,(IAG)
1992,08,06, 03,47,   51, -11.730,-40.570,  0.0, 40, 2.3, 1,I,  -,     ,BA,Mundo Novo             ,(IAG)
1992,08,13, 06,49,   34, -21.330,-46.150,  0.0,  5, 2.2, 1,I,  -,     ,MG,Areado                 ,(UnB;IAG;IPT)  
1992,08,13, 18,20,   31, -11.730,-40.570,  0.0, 40, 2.8, 1,I,  -,     ,BA,Mundo Novo             ,(IAG)
1992,08,14, 07,08,   18, -23.360,-45.640,  0.0,  0, 2.6, 1,A,4-5, 0.33,SP,Paraibuna              ,(IPT;IAG;UnB) Induzido   
1992,08,16, 06,57,   21, -11.730,-40.570,  0.0, 40, 2.1, 1,I,  -,     ,BA,Mundo Novo             ,(IAG)
1992,08,17, 02,57,   34, -20.980,-46.930,  0.0, 20, 2.3, 1,I,  4,     ,MG,S.S. Paraiso           ,(IAG;IPT) 
1992,08,20, 08,08,   43, -11.730,-40.570,  0.0, 40, 2.4, 1,I,  -,     ,BA,Mundo Novo             ,(IAG)
1992,08,20, 08,19,   29, -11.730,-40.570,  0.0, 40, 2.3, 1,I,  -,     ,BA,Mundo Novo             ,(IAG)
1992,08,20, 19,23,   34, -10.310,-40.030,  0.0, 20, 2.5, 1,I,  -,     ,BA,S. do Bonfim           ,(IAG) Explosao ?    
1992,08,25, 17,26,   26, -12.780,-39.030,  0.0, 50, 3.2, 1,I,  -,     ,BA,Reconcavo              ,(UnB;IAG) 
